"Academic.Year","Application.Date","Status","Project_ID","Project.Title","Project.Description","College","School","Sponsor.Type","Sponsor.Name","Country","Scheme.Name","PI.Name","PI.Dept","Click.here.for.Project","PropAcctNo","Application.Total","Direct_Cost","Indirect_Cost","Exceptions","Application.Funder.Contribution","Funder_Award_Reference","Collaboration.with.Other.Schools.","Lead.Organisation","Name_of_Call","Centre","ODA","GCRF","ISCF","Translational","Possible.GCRF.ODA","NHS_Involvement","NHS_Reference","Application.Period.Start","Application.Period.End","RFS","Business.Development.Executive","CoI_1","CoI_2","CoI_3","CoI_4","CoI_5","CoI_6","Partners.Detail","Core.Grant.","AI.Text.Flag.or.DDI.Tag","Tags...General","Tags...Research.Centres"
2020,2021-02-05,"Unsuccessful","10639020","deconstructing the influence of astrocytes on ftd/als in vivo using zebrafish",NA,"CMVM","Deanery of Clinical Sciences","Overseas - Charities","aftd: the association for frontotemporal degeneration","UNITED STATES","aftd: the association for frontotemporal degeneration default scheme","Marcus Keatinge","CTRE DISCOVERY BRAIN SCIENCES","https://ed-rmas.worktribe.com/record.jx?recordid=10639020",NA,88888.89,"88888.89","0.00",NA,"88888.89",NA,"NO","University of Edinburgh","AFTD Holloway Postdoctoral Fellowships","CCBS",NA,NA,NA,NA,"NoFlag","No",NA,2021-07-01,2023-06-30,"Caroline Barbour",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA
2020,2021-02-02,"Unsuccessful","10441282","bioeconomy accelerator - accelerating the 4th industrial revolution across scotland's central belt",NA,"CSE","School of Biological Sciences","UK - Research Council","ukri (formerly rcuk)","UNITED KINGDOM","general scheme","Susan Rosser","INST QUANTITIVE BIOLOGY, B & B","https://ed-rmas.worktribe.com/record.jx?recordid=10441282",NA,11901958.04,"11014998.44","886959.60",NA,"11901958.04","101506","YES","Industrial Biotechnology Innovation Centre (IBioIC)","UK Research and Innovation Strength in Places Fund: Wave 2 Full Stage","BIO",NA,NA,NA,NA,"NoFlag","No",NA,2021-07-01,2026-06-30,"Laura Bonsall",NA,"Dominic Campopiano, School of Chemistry","Malcolm Walkinshaw, School of Biological Sciences","Louise Horsfall, School of Biological Sciences","Martin Wear, School of Biological Sciences","Giovanni Stracquadanio, School of Biological Sciences","Karl Burgess, School of Biological Sciences","Industrial Biotechnology Innovation Centre (IBioIC),Lead,Government,UNITED KINGDOM",NA,NA,"Equipment over £50K",NA
2020,2021-02-01,"Unsuccessful","10653252","re-terra: intelligent restoration and monitoring for terrestrial and fresh aquatic ecosystem services",NA,"CSE","School of GeoSciences","EU - Government","european commission","BELGIUM","unknown","Marc J Metzger","SCHOOL OF GEOSCIENCES","https://ed-rmas.worktribe.com/record.jx?recordid=10653252",NA,694599.99,"555680.00","138920.00",NA,"694599.99","101037017","NO","University of Edinburgh","H2020-LC-GD-2020-3","GEO",NA,NA,NA,NA,"NoFlag","No",NA,2021-09-01,2025-08-31,"Caroline Barbour",NA,"Mathew Williams, School of GeoSciences",NA,NA,NA,NA,NA,NA,NA,NA,"-",NA
2020,2021-02-01,"Unsuccessful","10655355","restoraction: nature-based solutions for restoring ecosystems and upscaling transformative action towards climate neutrality",NA,"CSE","School of GeoSciences","EU - Government","european commission","BELGIUM","unknown","Marc J Metzger","SCHOOL OF GEOSCIENCES","https://ed-rmas.worktribe.com/record.jx?recordid=10655355",NA,82887,"66309.60","16577.40",NA,"82887.00","101037074","NO","TRINITY COLLEGE DUBLIN","LC-GD-7-1-2020","GEO",NA,NA,NA,NA,"NoFlag","No",NA,2022-01-01,2026-12-31,"Caroline Barbour",NA,NA,NA,NA,NA,NA,NA,"TRINITY COLLEGE DUBLIN,Lead,HEI,IRELAND",NA,NA,"-",NA
2020,2021-01-29,"Unsuccessful","10306963","optimising second-life batteries for mini-grid electrification in kenya and nigeria",NA,"CSE","School of Engineering","UK - Charity","royal academy of engineering","UNITED KINGDOM","research fellowship","Markus Mueller","INSTITUTE OF ENERGY SYSTEMS","https://ed-rmas.worktribe.com/record.jx?recordid=10306963",NA,624999.91,"454566.81","170433.10",NA,"499999.93",NA,"NO","University of Edinburgh","Research Fellowships 2020/21","ENG",NA,NA,NA,NA,"NoFlag","No",NA,2021-09-01,2026-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Application Indicative Submitted,External Applicant",NA
2020,2021-01-29,"Unsuccessful","10625034","trace: tri-territorial regional algae-based circular economy",NA,"CSE","School of Biological Sciences","EU - Government","european commission","BELGIUM","unknown","Alistair McCormick","SCHOOL OF BIOLOGICAL SCIENCES","https://ed-rmas.worktribe.com/record.jx?recordid=10625034",NA,517325.88,"413860.70","103465.18",NA,"517325.88","101037531","NO","Universita Degli Studi Di Roma La Sapienza","Horizon 2020 -  R&I to drive the Green Deal","BIO",NA,NA,NA,NA,"NoFlag","No",NA,2021-10-01,2024-09-30,"Caroline Barbour",NA,"Attila Molnar, School of Biological Sciences",NA,NA,NA,NA,NA,"Universita Degli Studi Di Roma La Sapienza,Lead,HEI,ITALY",NA,NA,"-",NA
2020,2021-01-29,"Unsuccessful","10641369","refresh: rejuvenation of exhausted farmland for cleaner ecosystems and enhanced biodiversity",NA,"CSE","School of GeoSciences","EU - Government","european commission","BELGIUM","unknown","Ondrej Masek","SCHOOL OF GEOSCIENCES","https://ed-rmas.worktribe.com/record.jx?recordid=10641369",NA,1288966.15,"1031172.90","257793.23",NA,"1288966.15","101035999","NO","University of Edinburgh","H2020 Green Deal","GEO",NA,NA,NA,NA,"NoFlag","No",NA,2021-11-01,2024-10-31,"Caroline Barbour",NA,"Margaret Graham, School of GeoSciences","Saran Sohi, School of GeoSciences","Kate Heal, School of GeoSciences",NA,NA,NA,NA,NA,NA,"-",NA
2020,2021-01-28,"Unsuccessful","10602483","implementing large-scale marine ecosystem restoration in changing european seas",NA,"CSE","School of GeoSciences","EU - Government","european commission","BELGIUM","unknown","Murray Roberts","SCHOOL OF GEOSCIENCES","https://ed-rmas.worktribe.com/record.jx?recordid=10602483",NA,1715069.56,"1388055.66","327013.91",NA,"1715069.56","101037227","YES","Universita Politecnica Delle Marche","LC-GD-7-1-2020","GEO",NA,NA,NA,NA,"NoFlag","No",NA,2022-02-01,2026-01-31,"Caroline Barbour",NA,"Lea-Anne Henry, School of GeoSciences","Sebastian Hennige, School of GeoSciences","Rob Ogden, Royal (Dick) School of Veterinary Studies",NA,NA,NA,"Universita Politecnica Delle Marche,Lead,HEI,ITALY|St Abbs Marine Station,Subawardee,Charity,UNITED KINGDOM",NA,NA,"-",NA
2020,2021-01-25,"Successful","10627240","imaging macroscopic cortical dynamics to understand sensorimotor dysfunction and recovery in a mouse model of rett syndrome",NA,"CMVM","Deanery of Biomedical Sciences","UK - Research Council","medical research council","UNITED KINGDOM","unknown","Ian Duguid","CTRE DISCOVERY BRAIN SCIENCES","https://ed-rmas.worktribe.com/record.jx?recordid=10627240","RA5702",613761.04,"440184.00","173577.04",NA,"491008.83","MR/W004577/1","NO","University of Edinburgh",NA,"CDBS",NA,NA,NA,NA,"NoFlag","No",NA,2022-02-01,2025-01-31,"Dawne Milligan",NA,"Stuart Cobb, Deanery of Biomedical Sciences",NA,NA,NA,NA,NA,NA,NA,NA,"Award Indicative Successful","Centre for Discovery Brain Sciences"
2020,2021-01-25,"Unsuccessful","10492583","building an effective immersive environment for clinical mental health care and recovery",NA,"CSE","School of Informatics","UK - Government","innovate-uk","UNITED KINGDOM","general scheme (tr)","John Vines","ILCC","https://ed-rmas.worktribe.com/record.jx?recordid=10492583",NA,139058.37,"87241.71","51816.66",NA,"111246.70","105513","NO","Immersive Interactive","UK Smart Grants","INF",NA,NA,NA,"Translational (TR)","NoFlag","No",NA,2021-05-01,2024-04-30,"Emma Giles","Keith Edwards",NA,NA,NA,NA,NA,NA,"Immersive Interactive,Lead,Industry,UNITED KINGDOM|Mersey Care NHS Foundation Trust,Partner,Government,UNITED KINGDOM",NA,NA,"-","Institute for Language, Cognition & Computation"
2020,2021-01-20,"Successful","10329213","eating disorders: delineating illness and recovery trajectories to inform personalised prevention and early intervention in young people (edify)",NA,"CAHSS","School of Health in Social Science","UK - Research Council","medical research council","UNITED KINGDOM","research grant","Helen Sharpe","CLINICAL PSYCHOLOGY","https://ed-rmas.worktribe.com/record.jx?recordid=10329213",NA,436597.82,"238359.06","198238.76",NA,"350078.30","MR/W002418/1","NO","King's College London","Adolescent mental health","HiSS",NA,NA,NA,NA,"NoFlag","No",NA,2021-09-01,2025-08-31,"Anna Anderson",NA,NA,NA,NA,NA,NA,NA,"University College London,Collaborator,HEI,UNITED KINGDOM|University of Nottingham,Collaborator,HEI,UNITED KINGDOM|King's College London,Lead,HEI,UNITED KINGDOM|Glasgow School of Art,Collaborator,HEI,UNITED KINGDOM|South London and Maudsley NHS Foundation Trust,Collaborator,NHS Trust,UNITED KINGDOM",NA,NA,"P&M Transition - Sent through part 1 (Project Create)",NA
2020,2021-01-19,"Unsuccessful","10641036","a high efficiency rov designed for the offshore renewables and decommissioning sectors and limiting personnel interactions",NA,"CSE","School of Engineering","UK - Government","innovate-uk","UNITED KINGDOM","general scheme (tr)","Thomas Davey","INSTITUTE OF ENERGY SYSTEMS","https://ed-rmas.worktribe.com/record.jx?recordid=10641036",NA,70007.78,"54296.98","15710.79",NA,"56006.23",NA,"NO","University of Edinburgh","Innovate UK Smart Grants: November 2020","ENG",NA,NA,NA,"Translational (TR)","NoFlag","No",NA,2021-06-01,2022-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA
2020,2021-01-11,"Unsuccessful","10586911","feasibility study and pilot phase of the antiplatelet secondary prevention international randomised trial after intracerebral haemorrhage",NA,"CMVM","Deanery of Clinical Sciences","UK - Government","chief scientist office","UNITED KINGDOM","responsive mode scheme","Rustam Salman",NA,"https://ed-rmas.worktribe.com/record.jx?recordid=10586911",NA,370962.83,"295976.60","74986.24",NA,"298165.07",NA,"YES","University of Edinburgh","CSO Responsive","CCBS",NA,NA,NA,"Translational (TR)","NoFlag","Yes",NA,2021-07-01,2024-03-31,"Andy Liken",NA,"Gina Cranswick, Deanery of Molecular, Genetic and Population Health Sciences","Jacqueline Stephen, Deanery of Molecular, Genetic and Population Health Sciences","William Whiteley, Deanery of Clinical Sciences",NA,NA,NA,NA,NA,NA,"Translational,Clinical Trial",NA
2020,2020-12-18,"Pending","10531171","an examination of gene-environment interactions across individual socio-economic circumstances and their association with colorectal cancer outcomes",NA,"CMVM","Deanery of Molecular, Genetic and Population Health Sciences","UK - Charity","wellcome trust (rcl)","UNITED KINGDOM","sir henry dale fellowships","Evropi Theodoratou","CENTRE FOR GLOBAL HEALTH RSRCH","https://ed-rmas.worktribe.com/record.jx?recordid=10531171",NA,503657.88,"503657.88","0.00",NA,"503657.88","223072/Z/21/Z","NO","University of Edinburgh",NA,"CGH",NA,NA,NA,NA,"NoFlag","No",NA,2021-09-01,2026-08-31,"Hannah Wheeldon",NA,NA,NA,NA,NA,NA,NA,NA,NA,"DDI Tag only","zDDI-Health_Social_Care","Centre for Global Health Research"
2020,2020-12-15,"Successful","10538308","road to recovery: understanding the impact of covid and recovery phases on children and young people with intellectual disabilities and their families",NA,"CAHSS","School of Health in Social Science","UK - Research Council","economic and social research council","UNITED KINGDOM","research grants","Karri Gillespie-Smith","CLINICAL PSYCHOLOGY","https://ed-rmas.worktribe.com/record.jx?recordid=10538308","RA5486",227925.02,"144875.11","83049.90",NA,"182340.02","ES/W001985/1","NO","University of Edinburgh",NA,"HiSS",NA,NA,NA,NA,"NoFlag","No",NA,2021-04-01,2022-03-31,"Hannah Wheeldon","Shonagh Mcewan",NA,NA,NA,NA,NA,NA,"University College London,Collaborator,HEI,UNITED KINGDOM|University of Birmingham,Collaborator,HEI,UNITED KINGDOM|University of Surrey,Collaborator,HEI,UNITED KINGDOM|University of Warwick,Collaborator,HEI,UNITED KINGDOM|University of the West of Scotland,Collaborator,HEI,UNITED KINGDOM|Liverpool Hope University,Collaborator,HEI,UNITED KINGDOM",NA,NA,"Covid-19",NA
2020,2020-12-15,"Unsuccessful","10454796","a tapestry of treescapes: weaving the cultural, socio-economic and environmental value of trees for a zero carbon and biodiverse future","joint reference: X3162103","CAHSS","Edinburgh College of Art","UK - Research Council","ukri (formerly rcuk)","UNITED KINGDOM","general scheme","Kate Carter","ARCHITECTURE & LANDSCAPE ARCHI","https://ed-rmas.worktribe.com/record.jx?recordid=10454796",NA,837462.18,"537040.38","300421.80",NA,"669969.75","NE/V021311/1  NE/V020706/1","NO","SRUC Scotland's Rural College","Future of UK Treescapes grants","ECA",NA,NA,NA,NA,"NoFlag","No",NA,2021-08-01,2024-07-31,"Emma Giles",NA,NA,NA,NA,NA,NA,NA,"SRUC Scotland's Rural College,Lead,HEI,UNITED KINGDOM",NA,NA,"-",NA
2020,2020-12-14,"Successful","10110755","the new real – trust and acceptance in networked, online experiences to enable and support post-covid19 recovery",NA,"CAHSS","Edinburgh College of Art","UK - Research Council","arts and humanities research council","UNITED KINGDOM","research grant - standard","Drew Hemment","EDINBURGH COLLEGE OF ART","https://ed-rmas.worktribe.com/record.jx?recordid=10110755","RA5341(Edinburgh College of Art), RA5342(School of Informatics AIAI), RA5426(School of Informatics ILCC), RA6134(Engineering), RA6135(SSPS)",462863.89,"329978.91","132884.99",NA,"370291.11","AH/V015176/1","YES","University of Edinburgh","Get funding for ideas that address COVID-19","ECA",NA,NA,NA,NA,"NoFlag","No",NA,2021-01-01,2022-10-31,"Charis Wilson",NA,"Robin Hill, School of Informatics","Vaishak Belle, School of Informatics","Morgan Currie, School of Social and Political Science","Matjaz Vidmar, School of Engineering",NA,NA,NA,NA,"DDI Tag only","DDI Hub - Edinburgh Futures Institute (EFI),Covid-19",NA
2020,2020-12-14,"Unsuccessful","10438754","smart energy neighbourhoods: fostering a net-zero, equitable, post pandemic recovery",NA,"CSE","School of Engineering","UK - Research Council","engineering and physical sciences research council","UNITED KINGDOM","standard","Thomas Morstyn","INSTITUTE OF ENERGY SYSTEMS","https://ed-rmas.worktribe.com/record.jx?recordid=10438754",NA,1384775.69,"853260.99","531514.70",NA,"1107820.55","EP/V057987/1","NO","University of Edinburgh","Standard research","ENG",NA,NA,NA,NA,"NoFlag","No",NA,2021-11-01,2024-10-31,NA,NA,NA,NA,NA,NA,NA,NA,"University College London,Collaborator,HEI,UNITED KINGDOM|University of Oxford,Collaborator,HEI,UNITED KINGDOM",NA,NA,"-",NA
2020,2020-12-14,"Unsuccessful","10584036","covid-19 impact to graduate entrepreneurship - university start-up ecosystems, local economic policy implications and post -covid scenarios",NA,"CAHSS","Business School","UK - Research Council","ukri (formerly rcuk)","UNITED KINGDOM","general scheme","Fumi Kitagawa","BUSINESS SCHOOL","https://ed-rmas.worktribe.com/record.jx?recordid=10584036",NA,268146.28,"171924.92","96221.35",NA,"214517.02",NA,"NO","University of Edinburgh","Get funding for ideas that address COVID-19","BUSINESS",NA,NA,NA,NA,"NoFlag","No",NA,2021-03-01,2022-08-31,"Gillian Mutanga",NA,NA,NA,NA,NA,NA,NA,"University of Glasgow,Collaborator,HEI,UNITED KINGDOM|University of Manchester,Collaborator,HEI,UNITED KINGDOM",NA,NA,"Covid-19",NA
2020,2020-12-10,"Successful","10344384","experiences of covid-19 and recovery: learning from polyphonic voices for communities, policy makers and health and social care providers",NA,"CAHSS","School of Social and Political Science","UK - Research Council","economic and social research council","UNITED KINGDOM","research grants","Kaveri Qureshi","SOCIAL POLICY","https://ed-rmas.worktribe.com/record.jx?recordid=10344384",NA,23293.62,"14391.64","8901.98",NA,"18634.90","ES/V016032/1","NO","University of Oxford","Get funding for ideas that address COVID-19","SPS",NA,NA,NA,NA,"NoFlag","No",NA,2020-11-20,2022-12-31,"Ina Lindsay",NA,NA,NA,NA,NA,NA,NA,"University of Oxford,Lead,HEI,UNITED KINGDOM|University of Aberdeen,Collaborator,HEI,UNITED KINGDOM|Open University,Collaborator,HEI,UNITED KINGDOM",NA,NA,"Award Indicative Successful,Covid-19,P&M Transition - Sent through part 1 (Project Create)",NA
2020,2020-12-10,"Successful","9533797","development of endothermic formulations to protect flash memories in flight recorders from heat damage",NA,"CSE","School of Chemistry","UK - Industry","penny & giles aerospace limited","UNITED KINGDOM","penny & giles aerospace limited default scheme","Colin Pulham","CHEMISTRY","https://ed-rmas.worktribe.com/record.jx?recordid=9533797","RB0878",146000,"92041.81","53958.19",NA,"146000.00","PA00020730","NO","University of Edinburgh",NA,"CHE",NA,NA,NA,NA,"NoFlag","No",NA,2021-01-04,2022-01-03,"Steven Docherty","John Morrow",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA
2020,2020-12-01,"Successful","10562198","earthquakes and imaging beneath the oceans using submarine telecoms cables as seismometers",NA,"CSE","School of GeoSciences","UK - Industry","npl management limited","UNITED KINGDOM","npl management limited default scheme","Andrew Curtis",NA,"https://ed-rmas.worktribe.com/record.jx?recordid=10562198","R84146",33000,"33000.00","0.00",NA,"33000.00","10562198","NO","University of Edinburgh",NA,"GEO",NA,NA,NA,NA,"NoFlag","No",NA,2020-09-01,2024-02-29,"Caroline Barbour",NA,NA,NA,NA,NA,NA,NA,NA,NA,"DDI Tag only","DDI Hub - Bayes Centre",NA
2020,2020-11-30,"Pending","10257815","impacts of covid-19 on the fisheries socio-ecosystem of galapagos",NA,"CAHSS","Edinburgh College of Art","UK - Research Council","ukri (formerly rcuk)","UNITED KINGDOM","general scheme","Maria Soledad Garcia Ferrari","ARCHITECTURE & LANDSCAPE ARCHI","https://ed-rmas.worktribe.com/record.jx?recordid=10257815",NA,413091.28,"88197.41","46493.85","278400.00","386153.02","GCRFCV19","YES","University of Edinburgh","Newton Fund Agile Response Covid-19 call","ECA",NA,NA,NA,NA,"ODA (Call)","No",NA,2020-11-01,2022-04-30,"Emma Giles",NA,"Kathi Kaesehage, Business School","Kirsteen Shields, Royal (Dick) School of Veterinary Studies",NA,NA,NA,NA,"Charles Darwin Foundation for the Galapagos Islands,Collaborator,Charity,ECUADOR",NA,NA,"Covid-19",NA
